,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362
156,256116,249764,241162,269432,261004,683414,195205,248532,253260,311833,315480,256007,243357,256296,254026,656921,257665,261527,329832,249309,255130,255877,262410,497228,259546,328941,855631,237132,256577,256818,238708,259169,314561,522653,229948,519450,314257,299996,236418,184055,236095,377448,234328,257161,248823,645398,239142,644520,258031,240602,643605,245186,187062,893315,72889,377788,256864,234602,259831,243211,258581,244734,248361,227666,238013,257978,751643,648195,172674,856371,260142,321084,245910,231371,259265,260666,249408,187159,252223,236145,642036,296588,257606,312667,256806,645529,359976,250688,245196,182547,659157,198885,234513,642612,230079,1939,231371,644988,239707,294767,255965,251403,244871,251953,241638,209930,197416,236900,261271,255363,258256,262823,241689,296588,314626,520420,256659,226773,253686,251206,273044,260344,243393,641683,641892,240496,256684,248591,231019,257666,247148,240099,259889,240555,257377,242615,259565,255378,239693,314836,258934,246284,244141,294738,269041,329108,254342,249480,259503,252589,255976,186376,339705,186161,240467,317097,0,642639,208073,251676,634445,260562,314094,256810,192091,251371,255634,255464,240174,257108,253801,258828,256806,644512,255257,313921,243773,298326,243876,240412,205306,386323,248169,120761,642576,257843,519250,257549,61199,309125,447533,188211,209029,201526,222216,310554,252559,918284,66629,190009,255588,301932,510127,242678,369101,186684,248127,244929,265207,221572,250369,454779,262578,467986,634014,314701,243662,249795,644261,647185,517801,855417,857622,207666,73162,187957,73460,121433,373274,196580,244878,521014,408521,312835,333903,233630,249947,261337,2160,218421,222371,241439,185634,311837,235986,245971,249876,642166,177974,259950,260811,237494,306597,641877,646206,92395,255604,253593,21518,386601,251497,8079,73191,250193,454779,323080,303237,194831,269749,257520,256619,245959,257122,256018,65356,178765,517845,632295,203159,221912,256756,314852,184719,329901,740124,648853,257671,233534,175290,255978,855493,1235,3415,240600,332180,250815,262077,249240,207403,225823,222154,185504,63258,261372,310200,13625,208580,204201,229956,171788,205824,203814,135045,171812,216813,73417,386524,268320,371761,247438,658382,173544,321295,309719,505749,581161,345728,330766,356535,238785,250323,147638,228799,101632,248416,213122,216989,519183,233578,196087,196267,310505,208058,313065,893042,317234,525019,377546,377423,103582,387090,335409,349660,312080,235632,266275,185750,9346,243926,302157,357416,330782,114787
157,660864,654512,660570,703687,695258,60300,448118,664115,658008,349830,341509,660755,660779,661043,658774,75433,662412,662154,343903,661457,659878,660624,637278,273490,634414,399917,232518,655564,633797,614091,655140,655502,345639,244472,664337,244950,343090,669008,670807,626137,670484,362176,654257,637046,663344,73441,657715,74085,639269,658700,72865,662774,466841,270202,597068,362517,634084,654628,664189,661990,638533,662583,663944,661921,655197,662726,128530,66707,639041,233257,664500,639519,664482,636119,664285,657362,663437,466937,656971,670534,1951,666235,634826,660040,661554,73571,731933,662419,663878,464210,78391,651078,651766,2788,572013,627015,636119,73848,657339,684182,660713,656150,662452,629414,660189,684307,669913,661204,662868,660111,633124,629485,660240,666235,657244,245028,636543,648965,630906,655954,626818,657535,660977,1098,1144,657910,661431,661406,573171,662414,665241,658650,656049,659128,662125,677004,663699,635100,658266,343153,664057,664856,661468,685179,703295,400982,635192,654227,663638,657337,660724,469657,636385,469442,659148,344844,631401,0,671211,634694,9261,662455,342853,661557,489262,629809,632853,660212,658725,634328,658549,657182,614079,4241,660005,343150,662265,361870,662368,659851,517434,614495,663778,644939,1289,638200,243751,691803,585616,419781,394026,722447,743265,466029,672672,683284,664957,295170,685978,728054,624792,697815,264708,677067,304598,469160,661864,649677,466279,647146,655117,194617,509707,303511,30026,657319,661795,668233,74225,75086,242825,232303,234508,673952,597340,492726,597638,645611,364627,449493,488557,244701,425115,659516,326817,654040,689856,656926,630313,465603,677883,659990,496685,654456,670375,685880,684131,1418,446893,656867,657507,655926,422787,72218,11197,616574,660352,634312,640867,614773,399214,626738,597369,617325,194616,356851,422142,495909,704004,662268,661367,664282,661870,660766,589773,625782,242869,52106,448592,487308,661504,345930,471965,343972,117010,74791,625852,495006,448445,660726,232380,627886,630645,659151,379278,440113,637763,661388,519531,456628,678191,468602,597494,614994,607835,620214,676887,585316,495353,487553,672190,584930,604176,487577,528941,573856,377877,394270,380715,404856,35269,577093,406812,413356,136776,61589,310929,320705,314405,571271,562526,616770,497076,568249,666739,494029,689485,243073,501235,482028,482209,342589,493479,350787,269928,341126,253498,313043,312920,637818,347369,337113,298594,357080,544936,460959,459439,628178,662418,343538,315165,516891,587686
158,69594,47159,47582,72493,64064,709941,221732,57048,66739,338361,342008,52885,51873,52939,67504,683449,71143,57855,356359,57825,68608,69355,75888,461995,73024,306946,882159,45649,70055,70296,47225,72647,341089,487421,33008,484218,340784,103057,39478,29194,39155,355454,43691,70639,57339,671926,47659,671048,71509,46796,670133,53702,210845,919843,152891,355794,70342,44063,55948,51727,72059,53250,56877,30727,41073,53629,778171,674722,36565,882899,56259,138391,51374,44850,55692,74144,57925,210942,49845,39205,668563,99648,71085,115727,53224,672056,163036,59205,48257,214370,685684,14509,44483,669139,113979,202992,44850,671516,48223,97828,52857,49398,53388,65431,50155,15517,59007,45416,57388,68841,71734,76301,50205,99648,118061,485188,70137,27703,67165,50788,86522,73822,51909,668210,668420,49013,70162,57107,115137,71144,55664,48615,73367,49072,54384,45675,73043,68856,48210,341364,72413,51689,52657,97798,72101,307113,67820,47887,55964,66067,69454,213662,153183,213446,43527,343625,207378,669167,0,65154,660972,56751,340621,70288,187460,64849,69112,68942,48690,70586,67279,72306,70284,671039,68735,340449,52289,324854,52393,48929,160322,199801,56685,117320,669103,71321,484018,60609,151075,268227,425538,227414,165996,204322,21661,113614,61076,944811,261956,112549,69066,104992,474895,45738,395629,213165,56643,45892,248886,33419,48013,481307,412877,432754,660542,118135,52179,58311,670789,673713,482569,881944,884149,5162,153163,183326,153462,117992,351279,223107,218631,485782,340388,115896,360430,43379,53008,58074,206290,213790,23857,49955,170999,120180,39046,49031,52936,668694,277903,56296,74289,46011,277367,668405,672734,147788,52538,67071,216845,200079,278025,202715,153192,63671,481306,349608,274008,180196,72810,53206,70097,54476,53037,69496,155232,29237,482613,658822,229687,206810,70234,341379,199085,356429,766651,675381,71149,214480,278431,52649,882021,203864,206623,49116,358708,277343,75555,57756,159194,252351,22979,212607,162953,74850,123678,196192,8906,85968,190129,186904,25220,85582,99514,186928,150526,163742,364529,294847,369430,273966,684910,101251,299300,287724,532276,607688,372255,357294,383063,113218,170647,72569,202551,168445,54117,184776,73980,483951,207210,191456,191637,337032,179864,339593,919569,343761,489787,404073,403950,203277,365095,361937,376187,338608,155956,244280,217573,204156,52442,328685,383944,176942,97800
159,6549,4659,9381,25285,26421,697594,209385,10838,4114,326013,329660,6440,6227,6729,4459,636364,8097,11960,344012,12262,5563,6309,9983,416225,9359,263796,869811,6788,3839,25931,5287,9602,328741,441651,20590,438448,328437,31857,20647,65592,27183,305385,9310,5866,11372,636169,6526,634696,8464,9801,657785,8698,198498,907495,189377,305725,4418,8878,10264,7370,9014,8246,10667,28940,14517,8411,765823,662375,73051,870551,10575,73143,11670,24191,9698,11099,12382,198595,3449,13760,656216,61815,3835,18247,7239,636299,105938,13859,13743,202022,635321,63997,12377,656791,79622,239478,24191,635550,6029,25740,6030,4273,8384,6641,7679,78839,121520,7229,11704,5796,9197,17650,7885,61815,16222,439417,5363,43497,4870,2845,22338,10777,6425,655862,656072,4879,7117,11544,80781,8099,9543,6030,10321,7940,7810,15954,9998,3157,7078,329016,9367,12043,7153,27866,23964,263962,1723,4374,9936,3196,6409,201314,91553,201099,12517,331277,243864,656819,65744,0,648625,10995,328274,7242,175112,6219,1892,5897,5630,3956,4278,9261,25919,658691,5690,328101,7645,312506,7748,8662,147975,137510,11142,179833,656756,7020,438247,38224,187561,222457,366637,289927,228509,191974,48191,24639,15886,932464,298442,175062,17257,93395,429124,16017,383281,200817,11080,12081,205735,26460,5263,449039,400529,386984,648194,16297,7174,13497,658441,634232,436798,869596,871801,68485,189650,170978,189948,180505,301158,210760,175480,440011,294617,22467,348083,10213,17801,11770,242776,201443,53403,7052,158651,17430,20214,16887,24686,656346,265555,10383,11244,7150,224777,656057,660386,184274,5669,1327,253331,137788,265677,239201,189678,28684,449039,337260,222652,167848,25602,7953,7052,9661,7555,6451,191719,65635,436842,646474,217339,194462,7189,329032,186738,344081,754304,634018,12498,171329,266083,6509,869673,240350,243109,6641,346360,264995,13385,12193,146846,240003,53711,200260,199439,22601,62048,232678,71419,73620,177781,174556,87733,73234,136000,174580,138178,200228,314407,282499,319308,261618,672562,88903,256149,244573,519929,595340,359908,344946,370715,78862,114930,109055,159401,183631,12118,172428,136493,438180,164059,179109,179289,324685,167516,327245,907222,331414,444016,391726,391603,239764,317435,349589,363840,326260,105110,201130,205226,240642,7798,316337,371596,131171,134286
160,653214,646862,652920,696037,687608,54614,440468,656465,650359,342180,333859,653105,653129,653394,651124,67784,654763,654504,336253,653807,652228,652975,629628,265841,626764,392267,226832,647914,626147,606442,647490,647852,337990,236823,656687,237300,335440,661358,663157,618487,662834,354527,646607,629396,655695,65791,650065,66435,631620,651050,65216,655124,459191,264516,589418,354867,626434,646978,656540,654341,630883,654933,656294,654271,647547,655076,122844,59057,631391,227572,656851,631869,656833,628470,656636,649712,655787,459288,649321,662884,12482,658585,627176,652390,653904,65921,724283,654769,656228,456560,70741,643428,644117,10918,564363,619365,628470,66198,649689,676532,653063,648501,654803,621764,652540,676657,662263,653555,655218,652461,625474,621835,652590,658585,649595,237378,628893,641315,623256,648305,619168,649886,653327,9989,10199,650261,653782,653756,565521,654764,657591,651000,648399,651478,654475,669354,656049,627450,650616,335503,656407,657206,653818,677529,695646,393332,627542,646578,655988,649687,653074,462007,628735,461792,651498,337194,623751,10520,663562,627044,0,654805,335203,653908,481612,622160,625204,652562,651075,626678,650899,649533,606430,12818,652355,335500,654615,354220,654719,652201,509784,606845,656128,637289,10457,630550,236101,684153,577966,412132,386376,714797,735615,458379,665022,675634,657308,289484,678328,720405,617142,690165,257058,669417,296949,461510,654214,642028,458630,639497,647468,186967,502057,295861,22376,649669,654145,660583,66576,67436,235175,226617,228822,666303,589690,485077,589989,637961,356977,441843,480907,237051,417465,651866,319167,646390,682207,649276,622663,457953,670234,652340,489036,646806,662725,678230,676481,10473,439244,649217,649858,648276,415137,64569,19302,608924,652702,626662,633217,607123,391564,619088,589719,609675,186967,349201,414492,488260,696354,654618,653717,656632,654220,653116,582123,618132,235219,44456,440943,479659,653854,338281,464315,336323,126675,67141,618202,487357,440795,653076,226694,620237,622995,651501,371628,432464,630113,653738,511882,448979,670541,460953,589844,607344,600185,612564,669237,577667,487703,479903,664540,577280,596526,479927,521291,566206,370227,386620,373065,397206,29583,569443,399162,405707,129126,53939,303280,313056,306755,563621,554876,609120,489426,560599,659089,486380,681835,235423,493585,474379,474559,334939,485829,343137,264242,333476,245849,305393,305270,630168,339719,329463,290945,349431,537286,453309,451789,620528,654769,335888,307515,509241,580036
161,4333,12389,11657,20998,23989,705296,217087,3927,8260,333715,337362,5120,6054,4778,6563,659493,2788,1842,351714,2399,6173,5557,4753,439354,8956,297815,877513,14282,11186,59380,13536,1830,336443,464780,25509,461576,336139,22412,23154,70510,30411,328514,16804,6396,3901,659298,10089,657825,3477,12076,659348,4399,206200,915197,194295,328854,8696,16372,2311,6698,3237,4763,3756,33859,18335,4006,773525,669239,77969,878253,2622,62707,9893,31893,2786,2937,4379,206297,9930,18678,663918,39719,7987,8668,4006,659428,105417,3361,15084,209724,658450,61323,17756,664494,87706,244397,31893,658679,9823,18227,5628,13115,4297,18615,8489,76165,118845,12250,2556,7043,11024,28354,8310,39719,6289,462546,6576,40823,13698,10076,31217,1414,6252,663565,663774,9214,3838,1611,88864,3694,4755,9113,1593,9743,3405,16845,1678,9068,10220,336718,2036,10266,4453,19959,20068,297981,9641,12104,1616,8127,5828,209016,81117,208801,15744,338979,248783,664521,63069,11095,656327,0,335976,3640,182815,16968,11458,6335,9321,8178,7763,2925,59368,666394,6146,335803,5725,320209,5488,11562,155677,127735,4600,177158,664458,5463,461376,78802,192480,245586,389766,287252,225834,199676,51419,13836,5900,940166,303360,172387,24499,71299,452253,16908,390984,208519,2420,17924,213818,31378,12081,472168,408231,410113,655896,6364,6210,9175,659008,657361,459927,877299,879504,65810,194568,178681,194866,177830,324286,218462,206438,463140,317746,10791,355785,18944,15805,1688,247695,209145,56630,7453,166354,7381,22722,18846,22760,664048,273257,2063,679,12171,247906,662955,668088,189193,6061,9733,258249,128013,273379,244120,194597,66205,472168,344962,245781,175550,21315,4402,5299,7200,4034,5708,196637,70554,459971,654177,225041,202164,4295,336734,194440,351783,762006,657147,14723,179412,273785,5246,877376,245269,248027,8658,354062,272697,21468,2330,154548,247705,56938,207962,204358,54482,51612,237596,68745,81322,185483,182258,85059,80936,140919,182282,145881,205147,337536,290202,342437,269320,680264,96606,278088,274381,527631,603043,367610,352648,378418,86945,123013,113974,167484,191333,8745,180130,133818,461309,199371,186811,186991,332387,175218,334947,914924,339116,467145,399428,399305,244682,340564,357291,371542,333962,113193,209213,212928,245560,5541,324039,379298,154300,139204
162,334051,327699,333757,376874,368446,384749,121305,338340,331196,6777,7763,333942,333966,334231,331961,358257,335600,339462,2721,339764,333065,333812,317999,208402,315135,67153,556967,328751,315507,295747,328328,337105,1434,233828,337524,230625,235,365147,343995,299325,343671,67570,327444,335096,338874,346734,330902,345855,335967,331887,344941,335961,140028,594651,270255,67910,315794,327815,337767,335178,336516,335770,338169,335108,328384,335913,452979,349530,312228,557706,338078,359267,337670,309307,337200,338601,339585,140125,330158,343721,343371,362375,316536,356350,334742,346864,428073,340726,337065,137397,360492,324265,324954,343947,245200,300202,309307,346323,330526,402209,333900,329338,335640,311773,333377,357494,343100,334392,339206,333298,313845,314640,333427,362375,353555,231595,334594,322152,312616,329142,311973,338280,334164,343018,343227,331098,334619,339046,246359,335601,337351,331837,337824,332315,335312,350191,337500,333313,331453,721,336870,338044,334655,402180,376483,68218,332277,327415,337439,330524,333911,142845,356133,142629,332335,3662,304588,343974,344399,314852,335780,338497,0,334745,162450,310190,314563,333400,331912,316038,331737,336763,295735,345847,333193,295,335453,14055,335556,333038,190621,334243,338950,318127,343911,335778,230425,364990,258803,109102,181670,395634,416452,139216,345859,379424,343694,619619,359165,401242,303671,393954,221301,350254,70437,142347,338582,322865,141008,320334,328305,156115,197905,179161,335350,353629,334982,341305,345597,348521,228976,556752,558957,347140,270528,165914,270826,318798,65009,122680,177346,232188,153714,355826,21299,327227,363044,339272,303500,138790,351071,333177,169873,350766,343562,359067,357318,343502,135092,337886,338746,329113,112108,343212,347541,289761,333539,314732,314055,334521,72402,299925,270556,290598,156114,11750,111463,169097,377191,335455,334555,337469,335057,333954,262961,298969,229020,333630,121780,160496,334691,1394,145153,2791,441459,350188,312172,172890,136643,333913,556829,301074,303833,332338,67476,113301,302335,339695,192719,129816,351379,141790,270681,300301,327583,293401,350074,258504,168540,160740,345377,258117,277363,160764,202128,247043,55529,67457,49089,78044,359718,250281,85390,91935,207084,282496,53874,53571,38597,244459,235713,289957,174960,241437,339926,167217,362672,230358,179119,155216,155396,33296,166667,48361,594377,8177,236194,78881,78758,311006,77219,15342,50995,17588,218123,146641,132626,301365,335606,34287,45473,222869,260873
163,694,8749,9957,21080,23072,701656,213447,3596,4620,330075,333722,2477,3850,2135,2924,675164,855,4718,348074,5019,2533,2904,3758,421223,7857,270605,873874,10642,7546,30929,9896,3273,332803,446649,24444,443446,332499,25229,24501,68655,31037,310383,13164,2756,4129,663641,11039,662762,2481,10376,661847,1562,202560,911558,192440,310724,5056,12732,3022,4998,2242,2120,3425,32794,16461,1169,769885,666437,76114,874613,3333,65980,8569,28254,2455,4770,4841,202657,6290,17614,660278,42409,4347,11136,815,663771,99309,5982,13810,206084,640320,68060,14117,660854,86432,242542,28254,663230,10663,19523,3365,9475,2597,14769,6666,82902,125582,11083,4462,3403,8779,16456,6647,42409,8980,444416,2936,47560,8243,6436,19320,3535,4048,659925,660134,7067,415,4301,87591,857,4424,6626,3714,7255,567,15927,2755,5428,7732,333079,2125,8943,1810,21255,19760,270772,6001,8465,2694,4487,2188,205377,81991,205161,16371,335339,246927,660881,69806,7455,652687,3752,332336,0,179175,12246,7818,2696,7174,4538,4123,2019,30917,662754,2506,332164,4025,316569,3788,8340,152037,128609,4268,183895,660818,2798,443246,29586,190624,227455,371636,293989,232571,196036,52045,18011,8367,936526,301505,179124,22256,73989,434123,15990,387344,204880,3837,14284,212545,29523,8441,473022,404591,391982,652257,9054,3722,8904,662503,665427,441797,873659,875864,72547,192713,175041,193011,184567,306156,214822,182290,445010,299616,15172,352145,15304,14888,4564,245840,205505,57257,4965,162714,10257,24068,20741,28540,660409,269618,3141,4915,11004,229776,660119,664448,187337,3885,6093,256394,128887,269740,242265,192741,35494,473021,341322,227651,171911,21397,1565,1776,5877,1391,2069,194782,68699,441841,650537,221402,198524,970,333094,190800,348144,758366,639017,12134,178139,270146,3209,873736,243413,246172,6171,350422,269057,20195,4951,150909,244065,57565,204322,202503,27600,52485,235741,75482,77682,181844,178618,91796,77296,139063,178643,142241,203291,319406,286562,324306,265680,676624,92966,262959,251383,523991,599403,363970,349009,374778,85671,121740,112119,166210,187693,8333,176490,140555,443179,170869,183171,183351,328747,171578,331307,911284,335476,449015,395788,395665,242827,322434,353651,367902,330323,111920,207939,209288,243705,3841,320400,375658,136170,137349
164,178765,172413,178471,221588,213159,529170,40961,183054,175909,157589,161236,178656,178680,178944,176675,502678,180313,184176,175588,184478,177779,178525,185058,311826,182195,143539,701388,173465,179226,179920,173041,181818,160317,337252,182238,334048,160013,252152,188708,144038,188385,192046,172158,179810,183588,491155,175616,490276,180680,176601,489361,180675,30074,739072,147855,192387,179513,172529,182480,179891,181230,180484,182883,179822,173098,180627,597400,493951,156942,702127,182791,244186,182383,154020,181914,183315,184299,30171,174872,188435,487792,248743,180255,190768,179455,491285,312131,185440,181779,49225,504913,168979,169667,488368,105368,177802,154020,490744,175240,246923,178614,174051,180353,174602,178090,202208,187813,179105,183920,178012,180905,185472,178141,248743,210418,335018,179308,166866,176335,173855,196146,182993,178878,487439,487648,175811,179332,183760,106308,180315,182065,176551,182537,177029,180026,194905,182214,178027,176167,160593,181583,182757,179369,246893,221196,143706,176991,172128,182152,175238,178625,12519,221676,12304,177049,162853,182188,488395,189112,174325,480201,183211,159850,179458,0,174020,178282,178113,176626,179757,176450,181477,179908,490268,177906,159678,180166,144083,180269,177751,35335,199786,183664,195727,488332,180492,333848,209704,136403,123724,262131,273234,294052,23550,190573,262709,188407,764040,236765,245955,178690,254087,324725,194968,214858,12022,183296,167578,85479,165047,173018,300536,232105,282585,479771,210493,179696,186018,490017,492941,332399,701173,703378,191853,148128,6212,148426,196399,187872,42336,81206,335612,223119,264991,179659,171941,207757,183986,181100,33019,195784,177891,21219,207629,188276,203781,202032,487923,97132,182599,183460,173827,121195,487633,491962,167361,178253,176242,191655,200064,97254,177525,148156,173294,300535,168837,117835,25086,221905,180169,179268,182183,179771,178667,140561,143683,332443,478051,48916,26038,179405,160608,13990,175658,585880,494609,180320,69861,97660,178626,701250,178674,181433,177052,177936,96571,185178,184409,37432,71579,196092,15124,148282,184474,193126,171002,194788,103217,34083,21759,190091,102831,154963,21783,46842,124644,201122,114076,206023,93195,504138,94994,135893,124317,351505,426917,191484,176523,202292,101144,92399,156370,65126,119037,184640,27720,207386,333781,69906,10685,9296,156261,22656,158821,738798,162990,339617,223302,223179,188606,201688,181165,195416,157837,102180,80873,52429,178966,180319,147914,203172,134909,138473
165,11428,11091,17149,37006,35181,670852,208666,15717,10878,325294,328941,11466,11472,11740,9467,630626,12976,16839,343293,17740,10589,11321,12132,410487,9268,260269,843070,15707,6476,20193,11720,14607,328022,435912,23545,432709,327718,59483,24879,65877,26609,299647,14148,9725,16250,630431,14294,628958,14123,20948,630480,13338,197779,880754,189662,299987,6763,14519,15143,13332,13387,13147,15546,31895,15088,13290,739082,640372,73336,843809,15454,68039,17631,23472,14577,16103,16962,197876,9918,16715,629474,56711,7506,40287,12118,630561,122409,18703,23769,201303,629583,63279,11658,630050,76096,239763,23472,629812,13918,51444,11593,12729,13164,3518,16768,78121,120801,17246,16583,10706,7978,12545,14696,56711,37491,433679,9223,42779,3586,8816,17234,15854,11670,629121,629330,14489,11995,16423,77254,12978,15505,15228,15326,15707,12688,26147,14876,7780,14845,328298,14246,18005,12280,53176,35685,260436,7872,10807,14815,9881,11249,200596,86449,200380,19040,330558,244149,630078,65025,6244,621883,15873,327555,12121,174394,0,5533,10924,15304,7007,10381,13735,20180,631950,10569,327382,13606,311788,13710,16429,147256,131772,16390,179114,630014,10879,432509,85617,187846,216719,360899,289208,227790,191255,66486,35518,20488,905722,298727,174343,11519,88290,423386,26210,382563,200098,15958,11362,202209,26745,11696,443301,399810,381245,621453,37566,12526,19458,630140,628494,431060,842855,845060,67766,189935,170260,190233,179786,295419,210041,171953,434273,288879,39763,347364,13931,28119,16775,243061,200724,71697,13014,157933,34703,24446,28114,33446,629605,264837,15262,16248,16069,219039,634088,633644,184559,11045,6991,253616,132050,264959,239486,189963,25157,443301,336541,216914,167130,37323,12832,11471,15623,12434,11292,192004,65920,431104,619733,216620,193743,12068,328313,186019,343363,727562,628280,7393,167802,265364,11437,842932,240635,243394,15729,345641,264276,9859,17672,146128,239284,72005,199541,199724,16863,56944,232963,70701,72901,157506,173837,87015,72515,136285,173862,137460,200513,308669,281781,313570,260899,645821,88185,252623,241046,493187,568599,359189,344228,369997,75335,111403,109340,155874,182912,18080,171709,135774,432442,160532,178390,178570,323966,166797,326526,880480,330695,438278,391007,390884,240048,311697,359212,363121,325542,101583,197603,204507,240927,13759,315618,370877,125433,134571
166,6476,6552,11275,25236,30935,674768,212193,10766,5288,328821,332468,6367,6598,6857,4386,634541,8025,11888,346820,12189,5491,6438,8352,414402,7467,263784,846985,11302,1992,24108,7181,9139,331549,439828,27072,436625,331245,32228,28406,69404,31697,303562,17675,4843,11299,634346,8420,632873,8001,14437,634396,9069,201306,884669,193189,303902,2457,13391,10192,7741,8551,8617,10595,35422,18615,8339,742997,644287,76863,847725,10503,69884,12041,26999,9625,10636,12011,201403,5067,20242,633390,58556,2623,18618,7167,634477,124254,13152,18256,204830,633499,66806,15185,633965,79611,243290,26999,633727,6771,26111,6325,6167,8755,6082,9124,81648,124328,11743,11632,5724,7306,14391,9105,58556,16150,437594,4340,46306,2978,4462,19080,10387,6796,633036,633246,6496,7044,11471,80769,8027,9914,8196,9859,9237,7737,20467,9925,2922,8971,331825,9295,12414,7080,28237,23916,263951,2339,6268,9864,4027,6367,204123,88295,203907,17030,334085,247676,633993,68552,1892,625799,10922,331082,7170,177921,5425,0,5825,7865,2364,4790,9189,24096,635865,5618,330910,8016,315315,8119,10556,150783,135687,11513,182641,633930,5997,436425,89144,191373,220634,364814,292735,231317,194782,70013,25010,16257,909638,302254,177870,15435,90136,427301,20530,386090,203625,11007,14889,205724,30272,9101,447217,403337,385161,625368,16224,7545,13868,634056,632409,434975,846770,848975,71293,193462,173787,193760,183313,299335,213568,175468,438188,292795,22838,350891,17458,19695,11307,246588,204251,75224,7423,161460,16968,27973,21400,29199,633520,268364,10311,10781,11663,222954,638003,637560,188086,5964,1458,257143,135965,268486,243013,193490,28672,447216,340068,220829,170657,25553,7881,6589,10032,7482,6410,195531,69447,435020,623648,220147,197270,7117,331840,189546,346890,731478,632195,9239,171317,268891,6338,846847,244162,246921,8333,349168,267803,13374,12121,149655,242811,75532,203068,203251,20778,58789,236490,74228,76428,161021,177364,90542,76042,139812,177389,140987,204040,312584,285308,317485,264426,649736,91712,256138,244561,497103,572514,362716,347755,373524,78850,114918,112867,159389,186439,12489,175236,139301,436357,164047,181917,182097,327493,170324,330053,884396,334222,442193,394534,394411,243575,315613,352397,366648,329069,105098,201118,208034,244454,8169,319145,374404,129348,138098
167,1650,7585,7286,20649,22391,700493,212283,5360,3155,328912,332559,889,1329,797,1692,674000,2620,6482,346910,6852,580,378,5536,420159,8132,269541,872710,9479,6481,29865,8732,5038,331640,445585,21247,442381,331336,25969,21304,66249,26018,309319,12001,3189,5894,662477,5828,661599,4260,7705,660684,2729,201397,910394,190034,309659,5450,11569,4787,3644,4006,2277,5189,29597,15297,2933,768722,665273,73708,873450,5098,67812,7878,27090,4220,6534,6605,201493,5127,14417,659114,36662,4070,12359,1670,662607,100050,7814,11892,204921,639255,57061,12953,659690,85368,240136,27090,662067,5562,20264,844,8311,2414,13704,4892,71903,114584,9920,6226,1119,9054,16731,4873,36662,10812,443351,2687,36561,8734,5272,19595,5300,1527,658761,658971,4953,1547,6134,86526,2621,3960,4852,5479,5481,2332,14633,4520,3693,5958,331915,3890,8252,1337,23650,19328,269707,4837,7301,4459,3323,767,204213,90360,203998,11352,334176,244521,659718,58808,6291,651523,5517,331173,1999,178011,11181,6213,0,5059,4823,2676,3783,29853,661590,1486,331000,3594,315405,3357,6567,150873,136978,5255,172897,659654,3871,442181,29155,188218,226391,370571,282991,221572,194873,60268,18751,9998,935363,299099,168126,21191,61342,433058,14696,386180,203716,5670,13120,211480,27117,7278,471858,403428,390918,651093,10887,1777,9281,661340,664264,440732,872495,874700,61549,190307,173877,190605,173569,305091,213658,181225,443945,298551,16580,350982,14141,15776,6328,243434,204341,65480,3192,161550,12022,20871,15722,23521,659245,268454,4906,6680,9840,228711,658956,663285,184931,1241,5463,253988,137256,268576,239858,190335,34429,471858,340159,226586,170747,20966,2384,2848,5445,1985,1366,192376,66292,440776,649373,220238,197361,2070,331931,189637,346980,757202,637952,12409,177074,268982,688,872572,241007,243766,4397,349259,267894,19130,6783,149745,242902,65788,203158,200097,26535,60855,233335,64483,76519,180680,177455,80797,76133,136657,177479,141077,200885,318341,285398,323242,264517,675461,91802,261894,250318,522827,598239,362806,347845,373614,84607,120675,109712,165146,186530,7902,175327,129556,442114,169804,182007,182188,327584,170415,330144,910120,334312,447950,394625,394502,240421,321369,352488,366739,329159,110855,206875,208124,241299,3409,319236,374495,135105,134943
